cultivo,campania,provincia,departamento,id_provincia,id_departamento,sup_sembrada_ha,sup_cosechada_ha,produccion_tn,rendimiento_kg_ha,codigo_indec
Soja,2023/24,CORDOBA,RIO PRIMERO,14,105,235575,235285,801787,3408,14105
Soja,2024/25,CORDOBA,RIO PRIMERO,14,105,330500,330300,1175190,3558,14105
Soja,2021/22,CORDOBA,RIO SECO,14,112,53141,53001,152333,2874,14112
Soja,2022/23,CORDOBA,RIO SECO,14,112,71713,69742,89637,1285,14112
Soja,2023/24,CORDOBA,RIO SECO,14,112,71713,71558,195151,2727,14112
Soja,2024/25,CORDOBA,RIO SECO,14,112,85500,85420,240718,2818,14112
Soja,2021/22,CORDOBA,RIO SEGUNDO,14,119,248000,248000,644000,2597,14119
Soja,2022/23,CORDOBA,RIO SEGUNDO,14,119,214000,171000,200000,1170,14119
Soja,2023/24,CORDOBA,RIO SEGUNDO,14,119,219000,219000,548650,2505,14119
Soja,2024/25,CORDOBA,RIO SEGUNDO,14,119,238000,238000,742880,3121,14119
Soja,2021/22,CORDOBA,SAN ALBERTO,14,126,2000,2000,5800,2900,14126
Soja,2022/23,CORDOBA,SAN ALBERTO,14,126,2000,2000,2000,1000,14126
Soja,2023/24,CORDOBA,SAN ALBERTO,14,126,2000,2000,6060,3030,14126
Soja,2024/25,CORDOBA,SAN ALBERTO,14,126,7000,7000,22400,3200,14126
Soja,2021/22,CORDOBA,SAN JAVIER,14,133,10700,10700,31860,2978,14133
Soja,2022/23,CORDOBA,SAN JAVIER,14,133,11700,11700,20000,1709,14133
Soja,2023/24,CORDOBA,SAN JAVIER,14,133,11700,11700,35732,3054,14133
Soja,2024/25,CORDOBA,SAN JAVIER,14,133,7500,7500,21550,2873,14133
Soja,2021/22,CORDOBA,SAN JUSTO,14,140,431995,431325,1277803,2963,14140
Soja,2022/23,CORDOBA,SAN JUSTO,14,140,431995,420095,630100,1500,14140
Soja,2023/24,CORDOBA,SAN JUSTO,14,140,431995,431615,1415025,3278,14140
Soja,2024/25,CORDOBA,SAN JUSTO,14,140,543000,542500,1920750,3541,14140
Soja,2021/22,CORDOBA,SANTA MARIA,14,147,83100,83100,198120,2384,14147
Soja,2022/23,CORDOBA,SANTA MARIA,14,147,89300,70800,84240,1190,14147
Soja,2023/24,CORDOBA,SANTA MARIA,14,147,87500,87500,209850,2398,14147
Soja,2024/25,CORDOBA,SANTA MARIA,14,147,109300,109300,347782,3182,14147
Soja,2021/22,CORDOBA,TERCERO ARRIBA,14,161,236000,236000,572500,2426,14161
Soja,2022/23,CORDOBA,TERCERO ARRIBA,14,161,214000,172000,221200,1286,14161
Soja,2023/24,CORDOBA,TERCERO ARRIBA,14,161,251000,251000,624300,2487,14161
Soja,2024/25,CORDOBA,TERCERO ARRIBA,14,161,265000,265000,911000,3438,14161
Soja,2021/22,CORDOBA,TOTORAL,14,168,93387,93087,270505,2906,14168
Soja,2022/23,CORDOBA,TOTORAL,14,168,93387,86597,128453,1483,14168
Soja,2023/24,CORDOBA,TOTORAL,14,168,93387,93387,281284,3012,14168
Soja,2024/25,CORDOBA,TOTORAL,14,168,118741,118591,377754,3185,14168
Soja,2021/22,CORDOBA,TULUMBA,14,175,56038,55888,167174,2991,14175
Soja,2022/23,CORDOBA,TULUMBA,14,175,56238,53588,79892,1491,14175
Soja,2023/24,CORDOBA,TULUMBA,14,175,56238,56148,164764,2934,14175
Soja,2024/25,CORDOBA,TULUMBA,14,175,73950,73870,229839,3111,14175
Soja,2021/22,CORDOBA,UNION,14,182,416460,408760,1348256,3298,14182
Soja,2022/23,CORDOBA,UNION,14,182,400350,377450,597450,1583,14182
Soja,2023/24,CORDOBA,UNION,14,182,401900,389500,1465480,3762,14182
Soja,2024/25,CORDOBA,UNION,14,182,432450,418650,1515870,3621,14182
Soja,2024/25,CORRIENTES,BELLA VISTA,18,7,550,375,415,1107,18007
Soja,2021/22,CORRIENTES,BERON DE ASTRADA,18,14,50,50,75,1500,18014
Soja,2021/22,CORRIENTES,CONCEPCION,18,28,50,50,75,1500,18028
Soja,2021/22,CORRIENTES,CURUZU CUATIA,18,35,855,855,1133,1325,18035
Soja,2022/23,CORRIENTES,CURUZU CUATIA,18,35,955,955,1233,1291,18035
Soja,2023/24,CORRIENTES,CURUZU CUATIA,18,35,1250,1250,3300,2640,18035
Soja,2024/25,CORRIENTES,CURUZU CUATIA,18,35,1500,1300,1520,1169,18035
Soja,2021/22,CORRIENTES,ESQUINA,18,49,140,140,210,1500,18049
Soja,2022/23,CORRIENTES,ESQUINA,18,49,170,170,255,1500,18049
Soja,2023/24,CORRIENTES,ESQUINA,18,49,1000,1000,2700,2700,18049
Soja,2024/25,CORRIENTES,ESQUINA,18,49,700,700,800,1143,18049
Soja,2021/22,CORRIENTES,GOYA,18,70,140,140,210,1500,18070
Soja,2022/23,CORRIENTES,ITUZAINGO,18,84,450,450,675,1500,18084
Soja,2021/22,CORRIENTES,MERCEDES,18,105,50,50,75,1500,18105
Soja,2022/23,CORRIENTES,MERCEDES,18,105,200,200,300,1500,18105
Soja,2023/24,CORRIENTES,MERCEDES,18,105,1000,1000,2700,2700,18105
Soja,2024/25,CORRIENTES,MERCEDES,18,105,1000,1000,2800,2800,18105
Soja,2021/22,CORRIENTES,SALADAS,18,126,400,400,600,1500,18126
Soja,2022/23,CORRIENTES,SALADAS,18,126,400,400,600,1500,18126
Soja,2023/24,CORRIENTES,SALADAS,18,126,1000,1000,2700,2700,18126
Soja,2021/22,CORRIENTES,SAN MIGUEL,18,154,1600,1600,2400,1500,18154
Soja,2022/23,CORRIENTES,SAN MIGUEL,18,154,1600,1600,2400,1500,18154
Soja,2023/24,CORRIENTES,SAN MIGUEL,18,154,250,250,675,2700,18154
Soja,2021/22,CORRIENTES,SAN ROQUE,18,161,30,30,45,1500,18161
Soja,2022/23,CORRIENTES,SAN ROQUE,18,161,150,150,225,1500,18161
Soja,2023/24,CORRIENTES,SAN ROQUE,18,161,350,350,945,2700,18161
Soja,2024/25,CORRIENTES,SAN ROQUE,18,161,350,175,175,1000,18161
Soja,2021/22,CORRIENTES,SAUCE,18,175,1875,1875,2613,1394,18175
Soja,2022/23,CORRIENTES,SAUCE,18,175,2075,2075,2813,1355,18175
Soja,2023/24,CORRIENTES,SAUCE,18,175,1150,1150,2880,2504,18175
Soja,2024/25,CORRIENTES,SAUCE,18,175,2000,2000,2300,1150,18175
Soja,2021/22,ENTRE RIOS,COLON,30,8,26000,25700,55210,2148,30008
Soja,2022/23,ENTRE RIOS,COLON,30,8,25500,16500,13475,817,30008
Soja,2023/24,ENTRE RIOS,COLON,30,8,25000,25000,63520,2541,30008
Soja,2024/25,ENTRE RIOS,COLON,30,8,28000,28000,76440,2730,30008
Soja,2021/22,ENTRE RIOS,CONCORDIA,30,15,20400,20400,40330,1977,30015
Soja,2022/23,ENTRE RIOS,CONCORDIA,30,15,16700,14100,17798,1262,30015
Soja,2023/24,ENTRE RIOS,CONCORDIA,30,15,17050,17050,44205,2593,30015
Soja,2024/25,ENTRE RIOS,CONCORDIA,30,15,18000,18000,48400,2689,30015
Soja,2021/22,ENTRE RIOS,DIAMANTE,30,21,56700,56700,133250,2350,30021
Soja,2022/23,ENTRE RIOS,DIAMANTE,30,21,39300,34500,38988,1130,30021
Soja,2023/24,ENTRE RIOS,DIAMANTE,30,21,45600,45600,108630,2382,30021
Soja,2024/25,ENTRE RIOS,DIAMANTE,30,21,54100,54100,153460,2837,30021
Soja,2021/22,ENTRE RIOS,FEDERACION,30,28,9850,9850,20065,2037,30028
Soja,2022/23,ENTRE RIOS,FEDERACION,30,28,8100,7200,9960,1383,30028
Soja,2023/24,ENTRE RIOS,FEDERACION,30,28,8250,8250,21645,2624,30028
Soja,2024/25,ENTRE RIOS,FEDERACION,30,28,8750,8750,24025,2746,30028
Soja,2021/22,ENTRE RIOS,FEDERAL,30,35,30000,30000,62270,2076,30035
Soja,2022/23,ENTRE RIOS,FEDERAL,30,35,24600,21100,29615,1404,30035
Soja,2023/24,ENTRE RIOS,FEDERAL,30,35,24900,24900,66710,2679,30035
Soja,2024/25,ENTRE RIOS,FEDERAL,30,35,26800,26800,72890,2720,30035
Soja,2021/22,ENTRE RIOS,FELICIANO,30,42,14150,14150,29155,2060,30042
Soja,2022/23,ENTRE RIOS,FELICIANO,30,42,12000,10600,13156,1241,30042
Soja,2023/24,ENTRE RIOS,FELICIANO,30,42,12300,12300,31000,2520,30042
Soja,2024/25,ENTRE RIOS,FELICIANO,30,42,12800,12800,34120,2666,30042
Soja,2021/22,ENTRE RIOS,GUALEGUAY,30,49,81000,80150,223300,2786,30049
Soja,2022/23,ENTRE RIOS,GUALEGUAY,30,49,81000,50000,41160,823,30049
Soja,2023/24,ENTRE RIOS,GUALEGUAY,30,49,76000,76000,199150,2620,30049
Soja,2024/25,ENTRE RIOS,GUALEGUAY,30,49,101000,101000,278815,2761,30049
Soja,2021/22,ENTRE RIOS,GUALEGUAYCHU,30,56,141000,139650,372985,2671,30056
Soja,2022/23,ENTRE RIOS,GUALEGUAYCHU,30,56,134000,83000,76520,922,30056
Soja,2023/24,ENTRE RIOS,GUALEGUAYCHU,30,56,173000,173000,447890,2589,30056
Soja,2024/25,ENTRE RIOS,GUALEGUAYCHU,30,56,211000,211000,582755,2762,30056
Soja,2021/22,ENTRE RIOS,LA PAZ,30,70,101500,101500,212600,2095,30070
Soja,2022/23,ENTRE RIOS,LA PAZ,30,70,91000,80000,89180,1115,30070
Soja,2023/24,ENTRE RIOS,LA PAZ,30,70,99900,99900,240450,2407,30070
Soja,2024/25,ENTRE RIOS,LA PAZ,30,70,113000,113000,298700,2643,30070
Soja,2021/22,ENTRE RIOS,NOGOYA,30,77,100000,99100,224030,2261,30077
Soja,2022/23,ENTRE RIOS,NOGOYA,30,77,90000,53000,46860,884,30077
Soja,2023/24,ENTRE RIOS,NOGOYA,30,77,115000,115000,291160,2532,30077
Soja,2024/25,ENTRE RIOS,NOGOYA,30,77,123000,123000,329370,2678,30077
Soja,2021/22,ENTRE RIOS,PARANA,30,84,134500,134500,311950,2319,30084
Soja,2022/23,ENTRE RIOS,PARANA,30,84,103300,90800,98220,1082,30084
Soja,2023/24,ENTRE RIOS,PARANA,30,84,122400,122400,301830,2466,30084
Soja,2024/25,ENTRE RIOS,PARANA,30,84,153000,153000,414000,2706,30084
Soja,2021/22,ENTRE RIOS,SAN SALVADOR,30,88,20500,20400,43380,2126,30088
Soja,2022/23,ENTRE RIOS,SAN SALVADOR,30,88,20000,8500,7050,829,30088
Soja,2023/24,ENTRE RIOS,SAN SALVADOR,30,88,24000,24000,52200,2175,30088
Soja,2024/25,ENTRE RIOS,SAN SALVADOR,30,88,26000,26000,68640,2640,30088
Soja,2021/22,ENTRE RIOS,TALA,30,91,55500,54900,128250,2336,30091
Soja,2022/23,ENTRE RIOS,TALA,30,91,53000,33000,27600,836,30091
Soja,2023/24,ENTRE RIOS,TALA,30,91,56000,56000,136820,2443,30091
Soja,2024/25,ENTRE RIOS,TALA,30,91,64000,64000,168220,2628,30091
Soja,2021/22,ENTRE RIOS,URUGUAY,30,98,115000,114000,283080,2483,30098
Soja,2022/23,ENTRE RIOS,URUGUAY,30,98,102000,64000,53400,834,30098
Soja,2023/24,ENTRE RIOS,URUGUAY,30,98,110000,110000,287390,2613,30098
Soja,2024/25,ENTRE RIOS,URUGUAY,30,98,118000,118000,311155,2637,30098
Soja,2021/22,ENTRE RIOS,VICTORIA,30,105,71000,70500,181200,2570,30105
Soja,2022/23,ENTRE RIOS,VICTORIA,30,105,68000,40500,37770,933,30105
Soja,2023/24,ENTRE RIOS,VICTORIA,30,105,81000,81000,201330,2486,30105
Soja,2024/25,ENTRE RIOS,VICTORIA,30,105,92000,92000,241345,2623,30105
Soja,2021/22,ENTRE RIOS,VILLAGUAY,30,113,107000,106100,244700,2306,30113
Soja,2022/23,ENTRE RIOS,VILLAGUAY,30,113,105000,47000,34200,728,30113
Soja,2023/24,ENTRE RIOS,VILLAGUAY,30,113,101000,101000,218215,2161,30113
Soja,2024/25,ENTRE RIOS,VILLAGUAY,30,113,102000,102000,269880,2646,30113
Soja,2021/22,FORMOSA,BERMEJO,34,7,2540,1100,770,700,34007
Soja,2022/23,FORMOSA,BERMEJO,34,7,500,500,1000,2000,34007
Soja,2023/24,FORMOSA,BERMEJO,34,7,4300,4300,4300,1000,34007
Soja,2024/25,FORMOSA,BERMEJO,34,7,5460,5460,9828,1800,34007
Soja,2023/24,FORMOSA,FORMOSA,34,14,330,330,330,1000,34014
Soja,2024/25,FORMOSA,FORMOSA,34,14,330,330,574,1739,34014
Soja,2021/22,FORMOSA,LAISHI,34,21,3659,3045,4470,1468,34021
Soja,2022/23,FORMOSA,LAISHI,34,21,4100,4100,7660,1868,34021
Soja,2023/24,FORMOSA,LAISHI,34,21,2603,2603,2603,1000,34021
Soja,2024/25,FORMOSA,LAISHI,34,21,2360,2360,4168,1766,34021
Soja,2021/22,FORMOSA,PATINO,34,35,6480,3950,9085,2300,34035
Soja,2022/23,FORMOSA,PATINO,34,35,2400,2400,4620,1925,34035
Soja,2023/24,FORMOSA,PATINO,34,35,1930,1930,1930,1000,34035
Soja,2024/25,FORMOSA,PATINO,34,35,3900,3900,6720,1723,34035
Soja,2021/22,FORMOSA,PILAGAS,34,42,400,240,504,2100,34042
Soja,2022/23,FORMOSA,PILAGAS,34,42,800,800,1600,2000,34042
Soja,2023/24,FORMOSA,PILAGAS,34,42,500,500,500,1000,34042
Soja,2024/25,FORMOSA,PILAGAS,34,42,650,650,1170,1800,34042
Soja,2021/22,FORMOSA,PILCOMAYO,34,49,650,450,1013,2251,34049
Soja,2022/23,FORMOSA,PILCOMAYO,34,49,420,420,840,2000,34049
Soja,2023/24,FORMOSA,PILCOMAYO,34,49,650,650,650,1000,34049
Soja,2024/25,FORMOSA,PILCOMAYO,34,49,830,830,1494,1800,34049
Soja,2021/22,FORMOSA,PIRANE,34,56,6450,4950,12870,2600,34056
Soja,2022/23,FORMOSA,PIRANE,34,56,7300,7300,14330,1963,34056
Soja,2023/24,FORMOSA,PIRANE,34,56,6200,6200,6200,1000,34056
Soja,2024/25,FORMOSA,PIRANE,34,56,8470,8470,14846,1753,34056
Soja,2021/22,JUJUY,DR. MANUEL BELGRANO,38,21,288,288,749,2601,38021
Soja,2022/23,JUJUY,DR. MANUEL BELGRANO,38,21,288,288,432,1500,38021
Soja,2023/24,JUJUY,DR. MANUEL BELGRANO,38,21,288,281,646,2300,38021
Soja,2024/25,JUJUY,DR. MANUEL BELGRANO,38,21,288,284,568,2000,38021
Soja,2021/22,JUJUY,EL CARMEN,38,14,1477,1477,3840,2600,38014
Soja,2022/23,JUJUY,EL CARMEN,38,14,1128,1128,1691,1500,38014
Soja,2023/24,JUJUY,EL CARMEN,38,14,1466,1430,3288,2300,38014
Soja,2024/25,JUJUY,EL CARMEN,38,14,1466,1444,2888,2000,38014
Soja,2021/22,JUJUY,LEDESMA,38,35,136,136,354,2603,38035
Soja,2022/23,JUJUY,LEDESMA,38,35,914,914,1371,1500,38035
Soja,2023/24,JUJUY,LEDESMA,38,35,1188,1159,2666,2300,38035
Soja,2024/25,JUJUY,LEDESMA,38,35,1188,1175,2350,2000,38035
Soja,2021/22,JUJUY,PALPALA,38,42,144,144,374,2597,38042
Soja,2022/23,JUJUY,PALPALA,38,42,144,144,216,1500,38042
Soja,2024/25,JUJUY,PALPALA,38,42,240,235,470,2000,38042
Soja,2021/22,JUJUY,SAN ANTONIO,38,56,540,540,1404,2600,38056
Soja,2022/23,JUJUY,SAN ANTONIO,38,56,855,855,1282,1500,38056
Soja,2023/24,JUJUY,SAN ANTONIO,38,56,855,834,1917,2300,38056
Soja,2024/25,JUJUY,SAN ANTONIO,38,56,550,546,1092,2000,38056
Soja,2021/22,JUJUY,SAN PEDRO,38,63,566,566,1472,2601,38063
Soja,2022/23,JUJUY,SAN PEDRO,38,63,867,867,1301,1500,38063
Soja,2023/24,JUJUY,SAN PEDRO,38,63,1127,1101,2533,2300,38063
Soja,2024/25,JUJUY,SAN PEDRO,38,63,1127,1123,2247,2000,38063
Soja,2021/22,JUJUY,SANTA BARBARA,38,70,6430,6430,14932,2322,38070
Soja,2022/23,JUJUY,SANTA BARBARA,38,70,3604,3604,5406,1500,38070
Soja,2023/24,JUJUY,SANTA BARBARA,38,70,4685,4571,10514,2300,38070
Soja,2024/25,JUJUY,SANTA BARBARA,38,70,1700,1693,3386,2000,38070
Soja,2023/24,JUJUY,VALLE GRANDE,38,105,600,583,1341,2300,38105
Soja,2024/25,JUJUY,VALLE GRANDE,38,105,700,698,1395,2000,38105
Soja,2021/22,LA PAMPA,ATREUCO,42,7,7400,7400,19050,2574,42007
Soja,2022/23,LA PAMPA,ATREUCO,42,7,4900,4900,9530,1945,42007
Soja,2023/24,LA PAMPA,ATREUCO,42,7,21400,21400,47000,2196,42007
Soja,2024/25,LA PAMPA,ATREUCO,42,7,19600,19600,51880,2647,42007
Soja,2021/22,LA PAMPA,CAPITAL,42,21,14600,14600,29610,2028,42021
Soja,2022/23,LA PAMPA,CAPITAL,42,21,14380,14380,25976,1806,42021
Soja,2023/24,LA PAMPA,CAPITAL,42,21,20200,20200,42700,2114,42021
Soja,2024/25,LA PAMPA,CAPITAL,42,21,7150,7150,17490,2446,42021
Soja,2021/22,LA PAMPA,CATRILO,42,28,27000,27000,79260,2936,42028
Soja,2022/23,LA PAMPA,CATRILO,42,28,40370,40370,91644,2270,42028
Soja,2023/24,LA PAMPA,CATRILO,42,28,42900,42900,105560,2461,42028
Soja,2024/25,LA PAMPA,CATRILO,42,28,38350,38350,106130,2767,42028
Soja,2021/22,LA PAMPA,CHAPALEUFU,42,56,91500,87800,321200,3658,42056
Soja,2022/23,LA PAMPA,CHAPALEUFU,42,56,101500,96400,204800,2124,42056
Soja,2023/24,LA PAMPA,CHAPALEUFU,42,56,119600,117200,442080,3772,42056
Soja,2024/25,LA PAMPA,CHAPALEUFU,42,56,80900,79290,227547,2870,42056
Soja,2021/22,LA PAMPA,CONHELO,42,35,34200,33100,82380,2489,42035
Soja,2022/23,LA PAMPA,CONHELO,42,35,27400,24900,38440,1544,42035
Soja,2023/24,LA PAMPA,CONHELO,42,35,50200,47700,129910,2723,42035
Soja,2024/25,LA PAMPA,CONHELO,42,35,27400,26855,58551,2180,42035
Soja,2024/25,LA PAMPA,GUATRACHE,42,70,200,200,200,1000,42070
Soja,2021/22,LA PAMPA,MARACO,42,105,58600,52800,168720,3195,42105
Soja,2022/23,LA PAMPA,MARACO,42,105,76100,72300,135240,1871,42105
Soja,2023/24,LA PAMPA,MARACO,42,105,92500,90700,320000,3528,42105
Soja,2024/25,LA PAMPA,MARACO,42,105,62100,60860,175720,2887,42105
Soja,2021/22,LA PAMPA,QUEMU QUEMU,42,119,30400,29000,93100,3210,42119
Soja,2022/23,LA PAMPA,QUEMU QUEMU,42,119,47800,45500,79200,1741,42119
Soja,2023/24,LA PAMPA,QUEMU QUEMU,42,119,49100,48100,142780,2968,42119
Soja,2024/25,LA PAMPA,QUEMU QUEMU,42,119,38400,37630,100915,2682,42119
Soja,2021/22,LA PAMPA,RANCUL,42,126,61700,58700,162600,2770,42126
Soja,2022/23,LA PAMPA,RANCUL,42,126,56200,50600,79760,1576,42126
Soja,2023/24,LA PAMPA,RANCUL,42,126,72900,69300,192200,2773,42126
Soja,2024/25,LA PAMPA,RANCUL,42,126,64700,63410,130689,2061,42126
Soja,2021/22,LA PAMPA,REALICO,42,133,44700,40500,129210,3190,42133
Soja,2022/23,LA PAMPA,REALICO,42,133,39800,35800,64240,1794,42133
Soja,2023/24,LA PAMPA,REALICO,42,133,48500,47500,142340,2997,42133
Soja,2024/25,LA PAMPA,REALICO,42,133,40900,40085,86657,2162,42133
Soja,2021/22,LA PAMPA,TOAY,42,140,4700,4700,10100,2149,42140
Soja,2022/23,LA PAMPA,TOAY,42,140,3700,3700,5350,1446,42140
Soja,2023/24,LA PAMPA,TOAY,42,140,4000,4000,5600,1400,42140
Soja,2024/25,LA PAMPA,TOAY,42,140,5000,5000,8100,1620,42140
Soja,2021/22,LA PAMPA,TRENEL,42,147,18400,17500,44940,2568,42147
Soja,2022/23,LA PAMPA,TRENEL,42,147,17900,16400,24040,1466,42147
Soja,2023/24,LA PAMPA,TRENEL,42,147,19000,18000,44400,2467,42147
Soja,2024/25,LA PAMPA,TRENEL,42,147,21400,20970,43863,2092,42147
Soja,2021/22,LA PAMPA,UTRACAN,42,154,300,300,540,1800,42154
Soja,2022/23,LA PAMPA,UTRACAN,42,154,1000,1000,1200,1200,42154
Soja,2023/24,LA PAMPA,UTRACAN,42,154,1000,1000,1200,1200,42154
Soja,2024/25,LA PAMPA,UTRACAN,42,154,800,800,1200,1500,42154
Soja,2021/22,MISIONES,25 DE MAYO,54,119,1620,960,1440,1500,54119
Soja,2022/23,MISIONES,25 DE MAYO,54,119,1890,1890,4347,2300,54119
Soja,2023/24,MISIONES,25 DE MAYO,54,119,1985,1985,7940,4000,54119
Soja,2024/25,MISIONES,25 DE MAYO,54,119,2000,2000,7000,3500,54119
Soja,2021/22,MISIONES,CAINGUAS,54,14,81,47,71,1511,54014
Soja,2022/23,MISIONES,CAINGUAS,54,14,95,95,217,2300,54014
Soja,2023/24,MISIONES,CAINGUAS,54,14,100,100,400,4000,54014
Soja,2024/25,MISIONES,CAINGUAS,54,14,100,100,350,3500,54014
Soja,2023/24,MISIONES,ELDORADO,54,42,30,30,120,4000,54042
Soja,2024/25,MISIONES,ELDORADO,54,42,30,30,105,3500,54042
Soja,2021/22,MISIONES,GENERAL MANUEL BELGRANO,54,49,250,145,218,1503,54049
Soja,2022/23,MISIONES,GENERAL MANUEL BELGRANO,54,49,263,263,604,2300,54049
Soja,2023/24,MISIONES,GENERAL MANUEL BELGRANO,54,49,276,276,1104,4000,54049
Soja,2024/25,MISIONES,GENERAL MANUEL BELGRANO,54,49,276,276,966,3500,54049
Soja,2021/22,MISIONES,GUARANI,54,56,1140,630,945,1500,54056
Soja,2022/23,MISIONES,GUARANI,54,56,1260,1260,2898,2300,54056
Soja,2023/24,MISIONES,GUARANI,54,56,1323,1323,5292,4000,54056
Soja,2024/25,MISIONES,GUARANI,54,56,1323,1323,4631,3500,54056
Soja,2021/22,MISIONES,LEANDRO N. ALEM,54,70,30,25,38,1520,54070
Soja,2022/23,MISIONES,LEANDRO N. ALEM,54,70,32,32,72,2300,54070
Soja,2023/24,MISIONES,LEANDRO N. ALEM,54,70,35,35,140,4000,54070
Soja,2024/25,MISIONES,LEANDRO N. ALEM,54,70,35,35,123,3500,54070
Soja,2022/23,MISIONES,MONTECARLO,54,84,50,50,115,2300,54084
Soja,2023/24,MISIONES,MONTECARLO,54,84,70,70,280,4000,54084
Soja,2024/25,MISIONES,MONTECARLO,54,84,70,70,245,3500,54084
Soja,2021/22,MISIONES,OBERA,54,91,40,30,45,1500,54091
Soja,2022/23,MISIONES,OBERA,54,91,42,42,97,2300,54091
Soja,2023/24,MISIONES,OBERA,54,91,70,70,280,4000,54091
Soja,2024/25,MISIONES,OBERA,54,91,70,70,245,3500,54091
Soja,2021/22,MISIONES,SAN JAVIER,54,105,40,30,45,1500,54105
Soja,2022/23,MISIONES,SAN JAVIER,54,105,42,42,97,2300,54105
Soja,2023/24,MISIONES,SAN JAVIER,54,105,70,70,280,4000,54105
Soja,2024/25,MISIONES,SAN JAVIER,54,105,70,70,245,3500,54105
Soja,2021/22,MISIONES,SAN PEDRO,54,112,300,174,261,1500,54112
Soja,2022/23,MISIONES,SAN PEDRO,54,112,315,315,725,2300,54112
Soja,2023/24,MISIONES,SAN PEDRO,54,112,350,350,1400,4000,54112
Soja,2024/25,MISIONES,SAN PEDRO,54,112,350,350,1225,3500,54112
Soja,2021/22,SALTA,ANTA,66,7,171532,170328,298305,1751,66007
Soja,2022/23,SALTA,ANTA,66,7,170770,170770,302009,1769,66007
Soja,2023/24,SALTA,ANTA,66,7,170770,170770,391927,2295,66007
Soja,2024/25,SALTA,ANTA,66,7,171582,171582,411366,2397,66007
Soja,2021/22,SALTA,CAPITAL,66,28,1510,1510,2840,1881,66028
Soja,2022/23,SALTA,CAPITAL,66,28,1541,1541,2572,1669,66028
Soja,2023/24,SALTA,CAPITAL,66,28,691,691,1612,2333,66028
Soja,2024/25,SALTA,CAPITAL,66,28,1050,1050,2625,2500,66028
Soja,2021/22,SALTA,CERRILLOS,66,35,540,540,990,1833,66035
Soja,2022/23,SALTA,CERRILLOS,66,35,1022,1022,1503,1470,66035
Soja,2023/24,SALTA,CERRILLOS,66,35,350,350,847,2419,66035
Soja,2024/25,SALTA,CERRILLOS,66,35,400,400,1010,2525,66035
Soja,2021/22,SALTA,CHICOANA,66,42,220,220,396,1800,66042
Soja,2022/23,SALTA,CHICOANA,66,42,660,660,996,1509,66042
Soja,2023/24,SALTA,CHICOANA,66,42,220,220,511,2325,66042
Soja,2024/25,SALTA,CHICOANA,66,42,310,310,775,2500,66042
Soja,2021/22,SALTA,GENERAL GUEMES,66,49,3350,3350,5960,1779,66049
Soja,2022/23,SALTA,GENERAL GUEMES,66,49,3957,3957,6140,1552,66049
Soja,2023/24,SALTA,GENERAL GUEMES,66,49,1780,1780,4182,2350,66049
Soja,2024/25,SALTA,GENERAL GUEMES,66,49,2125,2125,5100,2400,66049
Soja,2021/22,SALTA,GENERAL JOSE DE SAN MARTIN,66,56,52270,52270,79873,1528,66056
Soja,2022/23,SALTA,GENERAL JOSE DE SAN MARTIN,66,56,52489,52089,76212,1463,66056
Soja,2023/24,SALTA,GENERAL JOSE DE SAN MARTIN,66,56,58389,57689,123659,2144,66056
Soja,2024/25,SALTA,GENERAL JOSE DE SAN MARTIN,66,56,36827,36727,84432,2299,66056
Soja,2021/22,SALTA,GUACHIPAS,66,63,25,25,40,1600,66063
Soja,2022/23,SALTA,GUACHIPAS,66,63,25,25,40,1600,66063
Soja,2023/24,SALTA,GUACHIPAS,66,63,25,25,59,2345,66063
Soja,2021/22,SALTA,LA CALDERA,66,77,25,25,45,1800,66077
Soja,2022/23,SALTA,LA CALDERA,66,77,84,84,130,1543,66077
Soja,2023/24,SALTA,LA CALDERA,66,77,84,84,196,2332,66077
Soja,2024/25,SALTA,LA CALDERA,66,77,105,105,252,2400,66077
Soja,2021/22,SALTA,LA CANDELARIA,66,84,1310,1310,2110,1611,66084
Soja,2022/23,SALTA,LA CANDELARIA,66,84,1930,1930,3135,1624,66084
Soja,2023/24,SALTA,LA CANDELARIA,66,84,1050,1050,2353,2241,66084
Soja,2024/25,SALTA,LA CANDELARIA,66,84,1215,1215,3038,2500,66084
Soja,2021/22,SALTA,LA VINA,66,98,120,120,184,1533,66098
Soja,2022/23,SALTA,LA VINA,66,98,120,120,184,1533,66098
Soja,2023/24,SALTA,LA VINA,66,98,120,120,280,2330,66098
Soja,2024/25,SALTA,LA VINA,66,98,50,50,115,2300,66098
Soja,2021/22,SALTA,METAN,66,112,38288,37965,67061,1766,66112
Soja,2022/23,SALTA,METAN,66,112,30590,30590,53192,1739,66112
Soja,2023/24,SALTA,METAN,66,112,29373,29373,71571,2437,66112
Soja,2024/25,SALTA,METAN,66,112,35293,35293,87904,2491,66112
Soja,2021/22,SALTA,ORAN,66,126,15296,15296,23075,1509,66126
Soja,2022/23,SALTA,ORAN,66,126,12356,12356,17724,1434,66126
Soja,2023/24,SALTA,ORAN,66,126,18071,18071,36890,2041,66126
Soja,2024/25,SALTA,ORAN,66,126,9580,9430,22535,2390,66126
Soja,2021/22,SALTA,RIVADAVIA,66,133,9500,9500,16150,1700,66133
Soja,2022/23,SALTA,RIVADAVIA,66,133,9575,9575,16263,1698,66133
